root	total_files	placeholder_files	real_files	placeholder_fraction
/Users/renatosocodato/Desktop/CDC42_microglia_paper	7752	0	7752	0.0
/Users/renatosocodato/RNAseq-redox-cytoskel	4780	0	4780	0.0
/Users/renatosocodato/thermocausality_mtce	9123	0	9123	0.0
/Users/renatosocodato/cyto_kb	1826	106	1720	0.05805
/Users/renatosocodato/redox-secretome-axis	190	12	178	0.063158
/Users/renatosocodato/PFn1 5xFAD	2018	558	1460	0.276511
/Users/renatosocodato/cdc42_2p_fvsm_velocities	6881	0	6881	0.0
/Users/renatosocodato/kb_microglia_nexus	268702	0	268702	0.0
