placeholder_path	url	status	detail
/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/data/individual_samples/GSE140511_samples/GSM4160647/GSM4160647_WT_Hip_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4160nnn/GSM4160647/suppl/GSM4160647_WT_Hip_matrix.mtx.gz	success	downloaded_bytes=5165329
/Users/renatosocodato/PFn1 5xFAD/recovery_hydration_2026-02-24/backups/spatial_integration/data/individual_samples/GSE147528_samples/GSM4432635/GSM4432635_SFG2_raw_gene_bc_matrices_h5.h5	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432635/suppl/GSM4432635_SFG2_raw_gene_bc_matrices_h5.h5	success	downloaded_bytes=54748690
/Users/renatosocodato/PFn1 5xFAD/spatial_integration/data/individual_samples/GSE140511_samples/GSM4160647/GSM4160647_WT_Hip_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4160nnn/GSM4160647/suppl/GSM4160647_WT_Hip_matrix.mtx.gz	success	downloaded_bytes=5165329
/Users/renatosocodato/PFn1 5xFAD/spatial_integration/data/individual_samples/GSE147528_samples/GSM4432635/GSM4432635_SFG2_raw_gene_bc_matrices_h5.h5	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4432nnn/GSM4432635/suppl/GSM4432635_SFG2_raw_gene_bc_matrices_h5.h5	success	downloaded_bytes=54748690
