timestamp	path	action	status	note
2026-02-24T10:18:10Z	/Users/renatosocodato/PFn1 5xFAD/spatial_integration	replace_symlink_with_localcopy_tmp	converted	spatial_integration.localcopy_tmp finalized to standalone directory
